 TICKER, GIC INDUSTRY,IPO DATE, CODE, GIC GROUP, LOGOURL, SECTOR, EXCHANGE, DESCRIPTION, TYPE,ISIN, CURRENCY NAME, CURRENCY SYMBOL, CURRENCY CODE, ADDRESS, COUNTRYISO,LEI, UPDATED AT, WEBURL, FISCAL YEAR END, EMPLOYER ID NUMBER, PHONE, NAME,CIK, INTERNATIONAL DOMESTIC, GIC SUB INDUSTRY, GIC SECTOR, INDUSTRY, COUNTRY NAME, FULL TIME EMPLOYEES, STREET, CITY, STATE, COUNTRY,ZIP, MARKET CAPITALIZATION, MARKET CAPITALIZATION MLN,EBITDA,PE RATIO,PEG RATIO, WALL STREET TARGET PRICE, BOOK VALUE, DIVIDEND SHARE, DIVIDEND YIELD, EARNINGS SHARE,EPS ESTIMATE CURRENT YEAR,EPS ESTIMATE NEXT YEAR,EPS ESTIMATE NEXT QUARTER,EPS ESTIMATE CURRENT QUARTER, MOST RECENT QUARTER, PROFIT MARGIN, OPERATING MARGINTTM, RETURN ON ASSETSTTM, RETURN ON EQUITYTTM, REVENUETTM, REVENUE PER SHARETTM, QUARTERLY REVENUE GROWTHYOY, GROSS PROFITTTM, DILUTED EPSTTM, QUARTERLY EARNINGS GROWTHYOY, TRAILINGPE, FORWARDPE, PRICE SALESTTM, PRICE BOOKMRQ, ENTERPRISE VALUE, ENTERPRISE VALUE REVENUE, ENTERPRISE VALUE EBITDA, SHARES OUTSTANDING, SHARES FLOAT, PERCENT INSIDERS, PERCENT INSTITUTIONS, SHARES SHORT, SHARES SHORT PRIOR MONTH, SHORT RATIO, SHORT PERCENT OUTSTANDING, SHORT PERCENT FLOAT, BETA,52 WEEK HIGH,52 WEEK LOW,50 DAYMA,200 DAYMA, SHORT PERCENT
BCE-PK,,,BCE-PK,,https://eodhistoricaldata.com/img/logos/TO/BCE-PK.png,Communication Services,TO,"BCE Inc., a telecommunications and media company, provides wireless, wireline, Internet, and television (TV) services to residential, business, and wholesale customers in Canada. The company operates through three segments: Bell Wireless, Bell Wireline, and Bell Media. The Bell Wireless segment offers wireless voice and data communication products and services, as well as consumer electronics products. The Bell Wireline segment offers data, including internet access and Internet protocol television (IPTV), local telephone, and long distance services, as well as other communication services and products; and satellite TV service and connectivity servuces. This segment also buys and sells local telephone, long distance, data, and other services from or to resellers and other carriers. The Bell Media segment provides conventional TV, specialty TV, pay TV, streaming services, digital media services, radio broadcasting services, and out-of-home advertising services. BCE Inc. was founded in 1880 and is headquartered in Verdun, Canada.",Preferred Stock,CA05534B6796,Canadian Dollar,C$,CAD,"1 Carrefour Alexander-Graham-Bell, Verdun, QC, Canada, H3E 3B3",CA,,1/3/2023,https://www.bce.ca,December,,800 339 6353,BCE Inc Pref AK,,,,,Telecom Services,Canada,49781,1 Carrefour Alexander-Graham-Bell,Verdun,QC,Canada,H3E 3B3,57323634688,57323.6347,8679999488,4.3333,,,20.567,3.635,0.0587,3.24,0,0,0,0,9/30/2022,0.1234,0.2305,0.0511,0.1298,23943999488,26.293,0.032,10086000000,3.24,-0.06,4.3333,0,2.4657,0,47354015744,0,0,898024000,911404584,0,34.397,,,,,,0.4473,19.2562,13.1938,14.1276,15.2907,0.0003
BCE-PL,,,BCE-PL,,,Communication Services,TO,"BCE Inc., a telecommunications and media company, provides wireless, wireline, Internet, and television (TV) services to residential, business, and wholesale customers in Canada. The company operates through three segments: Bell Wireless, Bell Wireline, and Bell Media. The Bell Wireless segment offers wireless voice and data communication products and services, as well as consumer electronics products. The Bell Wireline segment offers data, including internet access and Internet protocol television (IPTV), local telephone, and long distance services, as well as other communication services and products; and satellite TV service and connectivity servuces. This segment also buys and sells local telephone, long distance, data, and other services from or to resellers and other carriers. The Bell Media segment provides conventional TV, specialty TV, pay TV, streaming services, digital media services, radio broadcasting services, and out-of-home advertising services. BCE Inc. was founded in 1880 and is headquartered in Verdun, Canada.",Common Stock,CA05534B6614,Canadian Dollar,C$,CAD,"1 Carrefour Alexander-Graham-Bell, Verdun, QC, Canada, H3E 3B3",CA,,1/2/2023,https://www.bce.ca,December,,800 339 6353,BCE Inc Pref AL,,,,,Telecom Services,Canada,49781,1 Carrefour Alexander-Graham-Bell,Verdun,QC,Canada,H3E 3B3,65618939904,65618.9399,8679999488,4.9228,,,20.567,3.635,0.052,3.24,0,0,0,0,9/30/2022,0.1234,0.2305,0.0511,0.1298,23943999488,26.293,0.032,10086000000,3.24,-0.06,4.9228,0,2.7062,0,47118524416,0,0,898024000,911404584,0,38.738,,,,,,0.4473,18.104,15.3488,16.349,16.6393,0
BCE-PM,,,BCE-PM,,,Communication Services,TO,"BCE Inc., a telecommunications and media company, provides wireless, wireline, Internet, and television (TV) services to residential, business, and wholesale customers in Canada. The company operates through three segments: Bell Wireless, Bell Wireline, and Bell Media. The Bell Wireless segment offers wireless voice and data communication products and services, as well as consumer electronics products. The Bell Wireline segment offers data, including internet access and Internet protocol television (IPTV), local telephone, and long distance services, as well as other communication services and products; and satellite TV service and connectivity servuces. This segment also buys and sells local telephone, long distance, data, and other services from or to resellers and other carriers. The Bell Media segment provides conventional TV, specialty TV, pay TV, streaming services, digital media services, radio broadcasting services, and out-of-home advertising services. BCE Inc. was founded in 1880 and is headquartered in Verdun, Canada.",Common Stock,CA05534B6465,Canadian Dollar,C$,CAD,"1 Carrefour Alexander-Graham-Bell, Verdun, QC, Canada, H3E 3B3",CA,,1/2/2023,https://www.bce.ca,December,,800 339 6353,Bce Inc Pref M,,,,,Telecom Services,Canada,49781,1 Carrefour Alexander-Graham-Bell,Verdun,QC,Canada,H3E 3B3,58125705216,58125.7052,8679999488,4.4938,,,20.567,3.635,0.0509,3.24,0,0,0,0,9/30/2022,0.1234,0.2305,0.0511,0.1298,23943999488,26.293,0.032,10086000000,3.24,-0.06,4.4938,0,2.4659,0,48169185280,0,0,898024000,911404584,0,53.57,,,,,,0.4473,19.934,13.5852,14.5439,15.7267,0.0001
BCE-PN,,,BCE-PN,,,Communication Services,TO,"BCE Inc., a telecommunications and media company, provides wireless, wireline, Internet, and television (TV) services to residential, business, and wholesale customers in Canada. The company operates through three segments: Bell Wireless, Bell Wireline, and Bell Media. The Bell Wireless segment offers wireless voice and data communication products and services, as well as consumer electronics products. The Bell Wireline segment offers data, including internet access and Internet protocol television (IPTV), local telephone, and long distance services, as well as other communication services and products; and satellite TV service and connectivity servuces. This segment also buys and sells local telephone, long distance, data, and other services from or to resellers and other carriers. The Bell Media segment provides conventional TV, specialty TV, pay TV, streaming services, digital media services, radio broadcasting services, and out-of-home advertising services. BCE Inc. was founded in 1880 and is headquartered in Verdun, Canada.",Common Stock,CA05534B6382,Canadian Dollar,C$,CAD,"1 Carrefour Alexander-Graham-Bell, Verdun, QC, Canada, H3E 3B3",CA,,1/2/2023,https://www.bce.ca,December,,800 339 6353,Bce Inc Pref N,,,,,Telecom Services,Canada,49781,1 Carrefour Alexander-Graham-Bell,Verdun,QC,Canada,H3E 3B3,66395176960,66395.177,8679999488,5.1636,,,20.567,3.635,0.0521,3.24,0,0,0,0,9/30/2022,0.1234,0.2305,0.0511,0.1298,23943999488,26.293,0.032,10086000000,3.24,-0.06,5.1636,0,2.8508,0,47073239040,0,0,898024000,911404584,0,1.227,,,,,,0.4473,18.993,16.0395,17.2656,17.4081,0
BCE-PQ,,,BCE-PQ,,,Communication Services,TO,"BCE Inc., a telecommunications and media company, provides wireless, wireline, Internet, and television (TV) services to residential, business, and wholesale customers in Canada. The company operates through three segments: Bell Wireless, Bell Wireline, and Bell Media. The Bell Wireless segment offers wireless voice and data communication products and services, as well as consumer electronics products. The Bell Wireline segment offers data, including internet access and Internet protocol television (IPTV), local telephone, and long distance services, as well as other communication services and products; and satellite TV service and connectivity servuces. This segment also buys and sells local telephone, long distance, data, and other services from or to resellers and other carriers. The Bell Media segment provides conventional TV, specialty TV, pay TV, streaming services, digital media services, radio broadcasting services, and out-of-home advertising services. BCE Inc. was founded in 1880 and is headquartered in Verdun, Canada.",Common Stock,CA05534B5962,Canadian Dollar,C$,CAD,"1 Carrefour Alexander-Graham-Bell, Verdun, QC, Canada, H3E 3B3",CA,,1/1/2023,https://www.bce.ca,December,,800 339 6353,Bce Inc Pref Q,,,,,Telecom Services,Canada,49781,1 Carrefour Alexander-Graham-Bell,Verdun,QC,Canada,H3E 3B3,52647813120,52647.8131,8679999488,5.8673,,,20.567,3.635,0.0632,3.24,0,0,0,0,9/30/2022,0.1234,0.2305,0.0511,0.1298,23943999488,26.293,0.032,10086000000,3.24,-0.06,5.8673,0,2.2578,0,52163510272,0,0,898024000,911404584,0,27.762,,,,,,0.4473,23.657,18.8564,19.6826,21.2682,0.0002
BCE-PR,,,BCE-PR,,,Communication Services,TO,"BCE Inc., a telecommunications and media company, provides wireless, wireline, Internet, and television (TV) services to residential, business, and wholesale customers in Canada. The company operates through three segments: Bell Wireless, Bell Wireline, and Bell Media. The Bell Wireless segment offers wireless voice and data communication products and services, as well as consumer electronics products. The Bell Wireline segment offers data, including internet access and Internet protocol television (IPTV), local telephone, and long distance services, as well as other communication services and products; and satellite TV service and connectivity servuces. This segment also buys and sells local telephone, long distance, data, and other services from or to resellers and other carriers. The Bell Media segment provides conventional TV, specialty TV, pay TV, streaming services, digital media services, radio broadcasting services, and out-of-home advertising services. BCE Inc. was founded in 1880 and is headquartered in Verdun, Canada.",Common Stock,CA05534B7034,Canadian Dollar,C$,CAD,"1 Carrefour Alexander-Graham-Bell, Verdun, QC, Canada, H3E 3B3",CA,,1/2/2023,https://www.bce.ca,December,,800 339 6353,BCE Inc Pref R,,,,,Telecom Services,Canada,49781,1 Carrefour Alexander-Graham-Bell,Verdun,QC,Canada,H3E 3B3,55151476736,55151.4767,8679999488,4.7377,,,20.567,3.635,0.0492,3.24,0,0,0,0,9/30/2022,0.1234,0.2305,0.0511,0.1298,23943999488,26.293,0.032,10086000000,3.24,-0.06,4.7377,0,2.2283,0,47960866816,0,0,898024000,911404584,0,43.78,,,,,,0.4473,20.0093,13.3399,14.765,15.7296,0
BCE-PS,,,BCE-PS,,,Communication Services,TO,"BCE Inc., a telecommunications and media company, provides wireless, wireline, Internet, and television (TV) services to residential, business, and wholesale customers in Canada. The company operates through three segments: Bell Wireless, Bell Wireline, and Bell Media. The Bell Wireless segment offers wireless voice and data communication products and services, as well as consumer electronics products. The Bell Wireline segment offers data, including internet access and Internet protocol television (IPTV), local telephone, and long distance services, as well as other communication services and products; and satellite TV service and connectivity servuces. This segment also buys and sells local telephone, long distance, data, and other services from or to resellers and other carriers. The Bell Media segment provides conventional TV, specialty TV, pay TV, streaming services, digital media services, radio broadcasting services, and out-of-home advertising services. BCE Inc. was founded in 1880 and is headquartered in Verdun, Canada.",Common Stock,CA05534B8693,Canadian Dollar,C$,CAD,"1 Carrefour Alexander-Graham-Bell, Verdun, QC, Canada, H3E 3B3",CA,,1/2/2023,https://www.bce.ca,December,,800 339 6353,Bce Inc Pref S,,,,,Telecom Services,Canada,49781,1 Carrefour Alexander-Graham-Bell,Verdun,QC,Canada,H3E 3B3,66760884224,66760.8842,8679999488,5.6049,,,20.567,3.635,0.0524,3.24,0,0,0,0,9/30/2022,0.1234,0.2305,0.0511,0.1298,23943999488,26.293,0.032,10086000000,3.24,-0.06,5.6049,0,2.8312,0,48413736960,0,0,898024000,911404584,0,11.527,,,,,,0.4473,20.0962,16.7182,18.1422,18.4676,0
BCE-PT,,,BCE-PT,,https://eodhistoricaldata.com/img/logos/TO/BCE-PT.png,Communication Services,TO,"BCE Inc., a telecommunications and media company, provides wireless, wireline, Internet, and television (TV) services to residential, business, and wholesale customers in Canada. The company operates through three segments: Bell Wireless, Bell Wireline, and Bell Media. The Bell Wireless segment offers wireless voice and data communication products and services, as well as consumer electronics products. The Bell Wireline segment offers data, including internet access and Internet protocol television (IPTV), local telephone, and long distance services, as well as other communication services and products; and satellite TV service and connectivity servuces. This segment also buys and sells local telephone, long distance, data, and other services from or to resellers and other carriers. The Bell Media segment provides conventional TV, specialty TV, pay TV, streaming services, digital media services, radio broadcasting services, and out-of-home advertising services. BCE Inc. was founded in 1880 and is headquartered in Verdun, Canada.",Preferred Stock,CA05534B8107,Canadian Dollar,C$,CAD,"1 Carrefour Alexander-Graham-Bell, Verdun, QC, Canada, H3E 3B3",CA,,1/3/2023,https://www.bce.ca,December,,800 339 6353,Bce Inc Pref T,,,,,Telecom Services,Canada,49781,1 Carrefour Alexander-Graham-Bell,Verdun,QC,Canada,H3E 3B3,68500017152,68500.0172,8679999488,5.4136,,,20.567,3.635,0.0711,3.24,0,0,0,0,9/30/2022,0.1234,0.2305,0.0511,0.1298,23943999488,26.293,0.032,10086000000,3.24,-0.06,5.4136,0,2.8152,0,51375513600,0,0,898024000,911404584,0,28.854,,,,,,0.4473,23.6776,16.3623,17.3912,19.5188,0
BCE-PY,,,BCE-PY,,https://eodhistoricaldata.com/img/logos/TO/BCE-PY.png,Communication Services,TO,"BCE Inc., a telecommunications and media company, provides wireless, wireline, Internet, and television (TV) services to residential, business, and wholesale customers in Canada. The company operates through three segments: Bell Wireless, Bell Wireline, and Bell Media. The Bell Wireless segment offers wireless voice and data communication products and services, as well as consumer electronics products. The Bell Wireline segment offers data, including internet access and Internet protocol television (IPTV), local telephone, and long distance services, as well as other communication services and products; and satellite TV service and connectivity servuces. This segment also buys and sells local telephone, long distance, data, and other services from or to resellers and other carriers. The Bell Media segment provides conventional TV, specialty TV, pay TV, streaming services, digital media services, radio broadcasting services, and out-of-home advertising services. BCE Inc. was founded in 1880 and is headquartered in Verdun, Canada.",Preferred Stock,CA05534B8511,Canadian Dollar,C$,CAD,"1 Carrefour Alexander-Graham-Bell, Verdun, QC, Canada, H3E 3B3",CA,,1/3/2023,https://www.bce.ca,December,,800 339 6353,BCE Inc Pref Y,,,,,Telecom Services,Canada,49781,1 Carrefour Alexander-Graham-Bell,Verdun,QC,Canada,H3E 3B3,66170859520,66170.8595,8679999488,5.5895,0,,20.567,3.635,0.0524,3.24,0,0,0,0,9/30/2022,0.1234,0.2305,0.0511,0.1298,23943999488,26.293,0.032,10086000000,3.24,-0.06,5.5895,0,2.8017,0,0,0,0,898024000,911404584,0,24.47,,,,,,0.4473,20.3218,16.9267,18.2602,18.6908,0
BCE-PZ,,,BCE-PZ,,https://eodhistoricaldata.com/img/logos/TO/BCE-PZ.png,Communication Services,TO,"BCE Inc., a telecommunications and media company, provides wireless, wireline, Internet, and television (TV) services to residential, business, and wholesale customers in Canada. The company operates through three segments: Bell Wireless, Bell Wireline, and Bell Media. The Bell Wireless segment offers wireless voice and data communication products and services, as well as consumer electronics products. The Bell Wireline segment offers data, including internet access and Internet protocol television (IPTV), local telephone, and long distance services, as well as other communication services and products; and satellite TV service and connectivity servuces. This segment also buys and sells local telephone, long distance, data, and other services from or to resellers and other carriers. The Bell Media segment provides conventional TV, specialty TV, pay TV, streaming services, digital media services, radio broadcasting services, and out-of-home advertising services. BCE Inc. was founded in 1880 and is headquartered in Verdun, Canada.",Preferred Stock,CA05534B8289,Canadian Dollar,C$,CAD,"1 Carrefour Alexander-Graham-Bell, Verdun, QC, Canada, H3E 3B3",CA,,1/3/2023,https://www.bce.ca,December,,800 339 6353,Bce Inc Pref Z,,,,,Telecom Services,Canada,49781,1 Carrefour Alexander-Graham-Bell,Verdun,QC,Canada,H3E 3B3,68524924928,68524.9249,8679999488,5.7099,,,20.567,3.635,0.0724,3.24,0,0,0,0,9/30/2022,0.1234,0.2305,0.0511,0.1298,23943999488,26.293,0.032,10086000000,3.24,-0.06,5.7099,0,2.8541,0,48703574016,0,0,898024000,911404584,0,22.365,,,,,,0.4473,21.2192,17.3348,18.401,18.704,0
